Nikola,13.700565
James,5.474477
Giannis,2.6069505
LeBron,6.806019
Kawhi,10.205445
Luka,6.818101
Kyrie,5.207971
Stephen,15.22536
Joel,10.4885
Paul,1.0150771
Chris,1.6589142
Jimmy,3.8944402
Khris,0.81190497
Damian,9.912162
Donovan,5.1766224
Rudy,1.784463
Ben,3.310456
Zion,5.4909277
Bam,0.59977347
Mike,1.6163434
Trae,12.7043085
Jamal,4.9966335
Jayson,8.011498
Devin,7.2136426
Karl-Anthony,11.710916
Bradley,10.732551
Draymond,-4.400672
Jrue,1.2221599
